uuid,Void/Retire,Members,Answers,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Units,Normal high,Normal low,_version:1,_order:2010
30e1c728-f008-4dd1-ab34-2c34a00fd3a5,TRUE,"Heart failure;Death Note, Brought dead",,Reason For Death,,,Misc,Numeric,,,,,
